,State,Job,Companies,Location,Summary,Salary,Links,Post_Date,og_salary_period
481,temporarily remote in india,ai engineer  india ,qio technologies,temporarily remote in india,you will review the data coming in from different sources  analyse and identify the necessary input data and where to obtain it  how best to combine with other…,,/rc/clk?jk=6851becfb6bd318f&fccid=a1a5f6c33c45f989&vjs=3,08-10-2022,
482,temporarily remote in india,data science engineer  india ,qio technologies,temporarily remote in india,familiar with concepts and technologies around software as a service  saas   big data  cloud  industry 4 0  ot  iot  iiot and mes ,,/rc/clk?jk=73242d03107c1daf&fccid=a1a5f6c33c45f989&vjs=3,08-10-2022,
483, karnataka,data analytics manager,aispl   karnataka,bengaluru  karnataka,proficiency in using python   carrying out data analytics projects and able to understand various data structures and common methods in data transformation ,,/rc/clk?jk=ef534b3f75c81eb0&fccid=fe2d21eef233e94a&vjs=3,08-11-2022,
484, karnataka,lead data scientist data engineer   python,société générale,bengaluru  karnataka,understanding the data that will be available on source systems in business terms and provide complete solution based on those data understanding for end users ,,/rc/clk?jk=5c5ae2dc656d45a9&fccid=df6948c9b8da6236&vjs=3,08-12-2022,
485,uttar pradesh,sr mgr  biz  transformation  amazon fulfillment machine lear   ,adci   haryana,uttar pradesh,5  years managing teams with large data handling and cross team scope  strong analytical and quantitative skills with the ability to use data and metrics to…,,/rc/clk?jk=4292b90a3d87e944&fccid=fe2d21eef233e94a&vjs=3,08-10-2022,
486, karnataka,manager  ai verticalization,uniphore,bengaluru  karnataka,identifying areas for improvement in various ai modules via a thorough benchmarking strategy including data specification and plans for data curation ,,/rc/clk?jk=cba9c4a3211cbd2f&fccid=34f8c7d77241eaa8&vjs=3,08-09-2022,
487, maharashtra,deputy manager assistant lead data scientist pune,vodafone,pune  maharashtra,presents data in charts  graphs  tables  designing and developing relational databases for collecting data and building or designing data input or data…,,/rc/clk?jk=7fd33f0be52a6046&fccid=374d720d3973ca1c&vjs=3,08-12-2022,
488, karnataka,staff engineer   machine learning   customer engineering,qcom,bengaluru  karnataka,live and breathe quality software development with excellent analytical and debugging skills  strong understanding of deep learning fundamentals ,,/rc/clk?jk=80a7cccbd07b9b81&fccid=d40ebe11fc879426&vjs=3,08-10-2022,
489, karnataka,machine learning engineer,52 qualcomm india private limited,bengaluru  karnataka,engineering group  engineering group > machine learning engineering  understanding various frameworks and solutions to integrate qranium software stack within…,,/rc/clk?jk=dd1c0df500068b3e&fccid=dd616958bd9ddc12&vjs=3,08-10-2022,
490, telangana,data science manager  payment risk,amazon dev center india   hyd,hyderabad  telangana,4  years of experience managing data scientists  including intermediate managers  10  years of experience working in data science in a consumer product company ,,/rc/clk?jk=e1ba890556008ec6&fccid=fe2d21eef233e94a&vjs=3,08-13-2022,
491, karnataka,principal associate  model risk management,capital one,bengaluru  karnataka,2  years of experience in r or python for large scale data analysis  you have hands on experience developing data science solutions using open source tools and…,,/rc/clk?jk=5a593a4713ee56de&fccid=b85c5070c3d3d8c8&vjs=3,08-09-2022,
492, karnataka,business intelligence engineer,adsipl   karnataka,bengaluru  karnataka,understand a broad range of amazon’s data resources and processes  the ideal candidate has deep expertise in gathering requirements and insights  mining large…,,/rc/clk?jk=a7d6ea66db5900eb&fccid=fe2d21eef233e94a&vjs=3,08-09-2022,
493, delhi,ai engineer  3  years   remote,michael page,remote in delhi  delhi,master's  engineering school or phd in data science  ia or computer science  this group is the first alliance of quality management specialists in their fields…,,/rc/clk?jk=7c0b9e0870d0f78b&fccid=77087bd1709a8148&vjs=3,08-14-2022,
494,telangana,lead analytics consultant,wells fargo bank,telangana,ability to leverage data visualization tools and alternative front end solutions to delivering data  provide exploratory data analysis using sql ,,/rc/clk?jk=e6ab8bfafe473f60&fccid=78bbcd26e39621f5&vjs=3,08-10-2022,
495, karnataka,machine learning engineer senior   customer engineering,qcom,bengaluru  karnataka,enable pre trained ai models on customer devices framework  to be able to show demo with pre trained models for respective use cases on android linux ,,/rc/clk?jk=e469dbb41372e9b9&fccid=d40ebe11fc879426&vjs=3,08-10-2022,
496, maharashtra,sr manager  presales : big data,databricks,mumbai  maharashtra,knowledgeable in and passionate about data driven decisions  ai  and cloud software models  as a senior pre sales manager  strategic accounts  data   ai  will…,,/rc/clk?jk=6eaac25ba0ed14fd&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022,
497, tamil nadu,pms analytics business analyst expert,philips,hybrid remote in chennai  tamil nadu,experience in designing and building dimensional data models to improve accessibility  efficiency  and quality of data  technical knowledge and skills required ,,/rc/clk?jk=e53117cf10e8a576&fccid=e4af9ca5b6d3a604&vjs=3,08-09-2022,
498, delhi,consulting business operations cloud engineering manager mac   ,deloitte,delhi  delhi,services include readiness  strategy  business case development  architecture and planning  governance and policy  and operating model transformation ,,/rc/clk?jk=49e8aa24323d6181&fccid=9e215d88a6b33622&vjs=3,08-13-2022,
499, karnataka,manager marketing performance and analytics,merck kgaa darmstadt germany,bengaluru  karnataka,ensure data accuracy and completeness by performing quality data audits and analyses  bachelor's degree in marketing  computer science  business  economics …,,/rc/clk?jk=002614ff78a5706e&fccid=68d0e0954a811351&vjs=3,08-11-2022,
500,remote,principal statistical programmer,iqvia,remote,creates programming specifications  program development  program validation  and program output finalization associated with analysis datasets  tables  figures …,,/rc/clk?jk=5001b7e8bdfe1595&fccid=6b7a1dfe07e7f037&vjs=3,08-11-2022,
501, haryana,sde iii  backend and machine learning ,expedia group,gurgaon  haryana,strong experience with data science packages and ml frameworks  optionally  1 2  years hands on ml data science experience  ideally delivering projects…,,/rc/clk?jk=c0f009ac39459150&fccid=160efb82f2462f14&vjs=3,08-13-2022,
502, maharashtra,senior consultant   supply chain analytics,general mills,remote in mumbai  maharashtra,experience in data bases to handle large data sets such as sql  ms access or similar   nice to have  synthesize large data sets model results into usable…,,/rc/clk?jk=926bfdeb56f91060&fccid=3bcf7eb192e678e4&vjs=3,08-10-2022,
503, haryana,assistant manager   data scientist,genpact,gurgaon  haryana,create additional data attributes under guidance from data scientists  domain experts  combine data extracted from multiple sources into a unified data mart for…,,/rc/clk?jk=cd7c086e375b648a&fccid=afe30394bfba1470&vjs=3,08-11-2022,
504, maharashtra,senior manager,bank of america,mumbai  maharashtra,7 years of relevant experience using sas  sql for data analytics  analyze data to determine root causes and summarize client  revenue and regulatory policy…,,/rc/clk?jk=37ac7d21a6d8c3ec&fccid=5bd99dfa21c8a490&vjs=3,08-13-2022,
505, karnataka,machine learning engineer senior   customer engineering,52 qualcomm india private limited,bengaluru  karnataka,enable pre trained ai models on customer devices framework  to be able to show demo with pre trained models for respective use cases on android linux ,,/rc/clk?jk=97cb66c391d76dd2&fccid=dd616958bd9ddc12&vjs=3,08-10-2022,
506, maharashtra,analytics specialist  enterprise technology group,sony pictures networks,mumbai  maharashtra,reporting to head   infrastructure   analytics  enterprise technology group   the incumbent will jointly build and design the analytics roadmap for the next 2…,,/rc/clk?jk=5db18de3bd61efe4&fccid=87296c430fc584e1&vjs=3,08-11-2022,
508, karnataka,sr engineer i  sw   ai  nlp  computer vision,harman international,bengaluru  karnataka,appx 4 6 years of experience in automotive domain with good exposure to ai ml required  it’s preferred to have some visualization tools knowledge or experience ,,/rc/clk?jk=ee6b2fe89b9572a4&fccid=4faf342d2307e9ed&vjs=3,08-09-2022,
509, karnataka,senior data science engineer,sabre,bengaluru  karnataka,the prime objective is to get data from multiple sources and provide data insight to customers in the form of reports  charts  dashboards etc ,,/rc/clk?jk=5e615d7d7dfa3f77&fccid=05fac7ab69452ba3&vjs=3,08-09-2022,
510, uttar pradesh,data scientist job stage 9,ericsson,noida  uttar pradesh,acuity for business flow understanding and expertise in data preparation data mining and pre processing and documentation skills ,,/rc/clk?jk=8586d48a052e5891&fccid=82656d64a9a3e6a7&vjs=3,08-10-2022,
511, maharashtra,presales solutions architect : big data,databricks,mumbai  maharashtra,understanding of customer facing pre sales or consulting role with a core strength in either data engineering or data science advantageous ,,/rc/clk?jk=c6a30ffb566d5446&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022,
512, maharashtra,solutions architect : presales   big data,databricks,mumbai  maharashtra,understanding of customer facing pre sales or consulting role with a core strength in either data engineering or data science advantageous ,,/rc/clk?jk=7a43a69baf06c321&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022,
513, maharashtra,deputy manager assistant lead data science pune,vodafone,pune  maharashtra,provides deep technical analytical and data expertise to the business and other data scientists  using a wide variety of available data  to solve complex…,,/rc/clk?jk=16e067af147b1bbf&fccid=374d720d3973ca1c&vjs=3,08-09-2022,
514, kerala,visual analytics lead,prevalent ai,kochi  kerala,pai’s security data science platform  sds  is a big data security analytics platform that can ingest wide range of security telemetry data and apply advanced…,,/rc/clk?jk=2e72f7bd96bd452c&fccid=a17c77ae0e200a04&vjs=3,08-11-2022,
515, maharashtra,cloud analytics specialist  sre ,upl ltd,mumbai  maharashtra,build modern and secure ci cd pipelines to automate best practices development and deployment workflows used by data scientists  ml pipelines  and data…,,/rc/clk?jk=d4c532a7fadd4ea3&fccid=7f9e38c338b1c823&vjs=3,08-08-2022,
516, karnataka,einstein analytics   tableau crm developer,capco,bengaluru  karnataka,we are looking for strong data analyst with demonstrable experience of working in a data related role  data analysis  architecture  data structures   modelling …,,/rc/clk?jk=89292eac3c563b72&fccid=c2a63affe8751868&vjs=3,08-09-2022,
517, maharashtra,pre sales solutions architect  data   ai ,databricks,mumbai  maharashtra,understanding of customer facing pre sales or consulting role with a core strength in either data engineering or data science advantageous ,,/rc/clk?jk=3b3df5441a40e4da&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022,
518, karnataka,associate  model risk management,capital one,bengaluru  karnataka,0 6 to 2 years of experience in r or python for large scale data analysis  you have hands on experience developing data science solutions using open source…,,/rc/clk?jk=73f02f185b8c77f2&fccid=b85c5070c3d3d8c8&vjs=3,08-09-2022,
519, karnataka,avp  business intelligence and analytics lead,standard chartered,bengaluru  karnataka,expert knowledge in data analysis  data integration  data modelling  database design  and data warehousing technology  relevant hr coes and gpos ,,/rc/clk?jk=03904de649a34f35&fccid=5249cd8e17163cb5&vjs=3,08-11-2022,
520, kerala,senior data science manager,nissan,thiruvananthapuram  kerala,experience in various statistical and machine learning models  data mining  and unstructured data analytics in corporate or academic research environments ,,/rc/clk?jk=276633c5bfd118ac&fccid=154ba50a8fca4d5c&vjs=3,08-08-2022,
521,india,senior ai ml developer,openeyes technologies,india,study and transform data science prototypes  convert machine learning models into apis for applications accessibility  train and retrain systems when necessary ,,/rc/clk?jk=f837de108984b3e2&fccid=49c1728c8e9d5dbb&vjs=3,08-13-2022,
