,State,Job,Companies,Location,Summary,Salary,Links,Post_Date,og_salary_period
356, karnataka,internal audit   technology audit   embedded data analytics   ,goldman sachs,bengaluru  karnataka,we are looking for a strong data scientist  passionate about using data to challenge the norm  to join our embed data analytics team ,,/rc/clk?jk=ed4c50e5b09161a5&fccid=16a97ed26c75bf2d&vjs=3,08-18-2022,
357, karnataka,lead data scientist,ciel hr,bengaluru  karnataka,support  review and conduct complex analytics processes and data integration on clients’ internal and external data  expedience crm analytics would be a plus ,,/rc/clk?jk=f8be64da75b9b74a&fccid=97c7ac19bcd5f536&vjs=3,08-18-2022,
358, maharashtra,sr demand data scientist,akzonobel,pune  maharashtra,signal data anomalies and take corrective actions  drive disciplined execution  “be disciplined in execution”  of all data related activities to promote and…,,/rc/clk?jk=21691b60b50a21d4&fccid=5081809cb71a558d&vjs=3,08-18-2022,
359, karnataka,dg manager data scientist,genpact,bengaluru  karnataka,conduct explanatory data analysis and prepare data sources to be analyzed  experience with contemporary big data technologies  hadoop  hive  pig  mapreduce  ,,/rc/clk?jk=e3cf93e248537882&fccid=afe30394bfba1470&vjs=3,08-19-2022,
360, haryana,data strategic pricing scientist,cargill,gurgaon  haryana,to accomplish this  we are looking to build a team of data scientists who will drive this exciting journey  bachelor’s degree in data science math econometrics…,,/rc/clk?jk=4dbb76091a844775&fccid=d7d9a8241ba2f3ec&vjs=3,08-21-2022,
361, karnataka,data science associate consultant  bengaluru  india ,zs,bengaluru  karnataka,execute statistical and data mining techniques  e g  hypothesis testing  machine learning and retrieval processes  on large data sets to identify trends …,,/rc/clk?jk=184ba1ef740d9871&fccid=f349f6e84d53b739&vjs=3,08-20-2022,
362, karnataka,network intelligence and analytics,nokia,bengaluru  karnataka,strong skills in mathematical analysis  collecting and analyzing data  and spreadsheet model building  you will also have deep expertise in data mining and…,,/rc/clk?jk=b7bd2bced10d0e34&fccid=3444e7c94299ba32&vjs=3,08-18-2022,
363, karnataka,product management sr  manager  ai ml   bigdata,salesforce,bengaluru  karnataka, defining the product capabilities for data governance  data modeling   data analytics with ui  metadata and api based extensibility for the customer data…,,/rc/clk?jk=c15d24443c77e64c&fccid=4027cfd917e1ee29&vjs=3,08-18-2022,
364, telangana,hdl engineer for vision and deep learning,zigup,hybrid remote in hyderabad  telangana,engineers and scientists worldwide rely on its products to accelerate the pace of discovery  innovation  and development of advanced products in automotive…,,/rc/clk?jk=ad3cb7e10763e752&fccid=ce6cd235b9f7009e&vjs=3,08-17-2022,
365, karnataka,applied scientist ii  alexa artificial intelligence,adci   karnataka,bengaluru  karnataka,2  years of experience in machine learning and data science  track record of diving into data to discover hidden patterns and conducting error  deviation…,,/rc/clk?jk=20fbcb9871191f5d&fccid=fe2d21eef233e94a&vjs=3,08-19-2022,
366, karnataka,python ml engineer,zigup,bengaluru  karnataka,ability to be a self starter and work closely with other data scientists and software engineers to design  test and build production ready ml and optimization…,,/rc/clk?jk=0f33b86d93f0a4bc&fccid=ce6cd235b9f7009e&vjs=3,08-15-2022,
367, karnataka,principal ai ml engineer with ml ops  india ,boomi,bengaluru  karnataka,collaborate closely with data scientists  data engineers  and software engineers in a multidisciplinary work environment  about boomi and what makes us special ,,/rc/clk?jk=d8a818adb3922ca0&fccid=dd09fe3b43125016&vjs=3,08-17-2022,
371, karnataka,data scientist,movius interactive,bengaluru  karnataka,collating and cleaning data from various entities for later use by junior data scientists  experience analyzing and modeling time series data ,,/company/Movius-Interactive/jobs/Data-Scientist-112577ea10ee626e?fccid=5f6ab2fa4ff89189&vjs=3,08-20-2022,
373, telangana,data scientist consultant,serendipity corporate services,hyderabad  telangana,understanding of data structures  data modelling and software architecture  transforming data science prototypes and applying appropriate ml algorithms and…,,/company/serendipity-corporate-services/jobs/Data-Scientist-Consultant-172ec5242c69ef56?fccid=a2ddb081299566b5&vjs=3,08-20-2022,
376, maharashtra,media analytics consultant   data scientist   mumbai,nielsen,mumbai  maharashtra,coordinate internal training sessions to keep stakeholders informed of new or amended statistical methodologies  such as data fusion  data imputation  and…,,/rc/clk?jk=8402b157a1de856d&fccid=683f563b5cc25b70&vjs=3,08-19-2022,
378, gujarat,manager   mmm modeling analytics   baroda bangalore,nielsen,vadodara  gujarat,our team of researchers come from diverse disciplines and they drive innovation  new product ideation  experimental design and testing  complex analysis and…,,/rc/clk?jk=ccc63b47346d7654&fccid=683f563b5cc25b70&vjs=3,08-19-2022,
381, karnataka,junior data scientist,conxai technologies gmbh,bengaluru  karnataka,bca   bsc    btech or higher with experience in data annotation and data science  a substantial part of your work will involve annotating data ,,/rc/clk?jk=09ab15e219b06d8d&fccid=3223629b914c825f&vjs=3,08-20-2022,
382,remote,lead data scientist,infeedo,remote,experience with data modeling and etl pipelines  demonstrated ability to influence and guide product strategy with data ,,/rc/clk?jk=720ebe68599800a2&fccid=469dadb3686054d3&vjs=3,08-27-2022,
383,remote,remote data scientist  open to latam ,turing,remote,run statistical analysis of structured and unstructured data sets  integrate data driven mathematical models focusing on long term decision making processes ,,/company/Turing/jobs/Data-Scientist-a3affbbda2977dd0?fccid=9e91ba2e9cfc16b4&vjs=3,08-25-2022,
385, karnataka,sr  nlp engineer  conversational ai ,voiceplug,bengaluru  karnataka,designing  developing  and managing data structures and database management systems  good with designing  coding  and debugging various nlp and conversational…,,/rc/clk?jk=6ae00ed66b7d6573&fccid=ea0ebf27ed4651eb&vjs=3,08-21-2022,
387, haryana,data scientist nlp ,builder ai   what would you build ,gurgaon  haryana,real world data querying  sql   data manipulation and feature engineering experience  contribute to the development and the enhancement of the data science…,,/rc/clk?jk=3e1d0a731c8432a4&fccid=f2413f058064dc95&vjs=3,08-17-2022,
389, uttar pradesh,machine learning engineer,jmbdd private limited,noida  uttar pradesh,conducting regular data investigation and exploratory data analysis  developing data solutions for described use cases  revolving around image processing …,,/company/JMBDD-PRIVATE-LIMITED/jobs/Machine-Learning-Engineer-1dd2561f9d48c759?fccid=ea3016c55027e4e6&vjs=3,08-25-2022,
390, maharashtra,data science manager  ai product,spectral consultants,pune  maharashtra,owning the development of ai component within product for accuracy   efficiency  involve in research   conceptualization   product design for new product line ,,/rc/clk?jk=f611072939ea2d4f&fccid=ff049ff6ffe45b13&vjs=3,08-18-2022,
393, delhi,data analyst,growth hub consultants,new delhi  delhi,interpret data using various data analysis tools  you will have to analyze data from various data sources and compile the findings in comprehensive reports ,,/rc/clk?jk=df576ab4be4f8aa2&fccid=49b7b2ce845ef5d7&vjs=3,08-17-2022,
394, karnataka,senior data engineer,index exchange,bengaluru  karnataka,experience with integration of data from multiple data sources  design  implement  and maintain data pipelines for extraction  transformation  and loading of…,,/rc/clk?jk=c9af0c4a816a9ecc&fccid=82179ab8760b598c&vjs=3,08-18-2022,
396, haryana,ai   ml engineer,klearnow,gurgaon  haryana,explore data features and manipulate data with sql and scripts  klearnow is transforming b2b supply chains with its smart logistics as a service  laas  platform…,,/rc/clk?jk=e57ec07644b28639&fccid=ccdb80a8fb2b867e&vjs=3,08-19-2022,
397,remote,remote machine learning engineer  usd compensation ,turing,remote,work alongside data engineers to create data and model pipelines  and embed ai and analytics into the business decision processes ,,/company/Turing/jobs/Machine-Learning-Engineer-8069ad59276a826b?fccid=9e91ba2e9cfc16b4&vjs=3,08-25-2022,
399, karnataka,senior analyst  analytics  tableau power bi qlik view qlik s   ,datazymes,bengaluru  karnataka,using sql for managing large volume of data  improving data processing speed by building sql automations  analysing the data so as to identify trends and share…,,/rc/clk?jk=0acb65c8a5145ff8&fccid=0479f00c9b0b77f6&vjs=3,08-17-2022,
400,india,solution lead   ai  nlp ,simplify healthcare,india,conduct advanced data analysis and highly complex designs algorithm  ability to prototype algorithms and demonstrate gains on real data ,,/rc/clk?jk=98657f1265ee7ad1&fccid=af031be1342bd8fe&vjs=3,08-19-2022,
401,remote,remote senior data analyst scientist  sql and python ,turing,remote,architect data warehouse models and semantic layers with query optimizations in mind  a minimum of 5  years of relevant experience in data science  data…,,/company/Turing/jobs/Senior-Data-Analyst-Scientist-8b1ef69a399b395e?fccid=9e91ba2e9cfc16b4&vjs=3,08-25-2022,
402, karnataka,ciel sel 26426: lead data scientist,ciel hr services,bengaluru  karnataka,support  review and conduct complex analytics processes and data integration on clients’ internal and external data  expedience crm analytics would be a plus ,,/rc/clk?jk=b571524d907fa7a1&fccid=2b1e42f645eeaf1e&vjs=3,08-18-2022,
403,remote,remote technical business development lead  python and machi   ,turing,remote,based in palo alto  california  turing aims to unleash the world’s untapped human potential  we use ai to source  evaluate  hire  onboard  and manage engineers…,,/company/Turing/jobs/Technical-Business-Development-Lead-ee512f7f87cfc0b0?fccid=9e91ba2e9cfc16b4&vjs=3,08-25-2022,
404, karnataka,senior ml engineer,entropik tech,bengaluru  karnataka,ability to use data from sql nosql sources and doing basic data manipulation  understanding of ml algorithms and data science libraries like numpy  pandas …,,/rc/clk?jk=68c7a86349db9fd8&fccid=a1894aca68d28bc8&vjs=3,08-20-2022,
405, maharashtra,data science,deloitte,mumbai  maharashtra,graduate in economics   statistics   accounts  data science  b  tech or any other relevant degree  at least 3 years of experience in data science and analysis…,,/rc/clk?jk=b97e74c21789e8c2&fccid=9e215d88a6b33622&vjs=3,08-13-2022,
406, karnataka,data scientist  sr associate,jpmorgan chase bank  n a ,bengaluru  karnataka,strong understanding of advanced data mining techniques  curating  processing and transforming data to produce sound datasets  key requirements of the role:,,/rc/clk?jk=5a3d9151510bdb21&fccid=aaf3b433897ea465&vjs=3,08-12-2022,
407, karnataka,experimentation data scientist   chase,jpmorgan chase bank  n a ,bengaluru  karnataka,help the lob stakeholders innovate through data driven decisioning by analyzing data from diverse data sources to create rich insights that enable better…,,/rc/clk?jk=3f406af616f63220&fccid=aaf3b433897ea465&vjs=3,08-09-2022,
408, madhya pradesh,data science data science practitioner,accenture,indore  madhya pradesh,project role description :manage  architect and analyze big data in order to build data driven insights and high impact data models ,,/rc/clk?jk=30d025324d95a91f&fccid=a4e4e2eaf26690c9&vjs=3,08-09-2022,
409, karnataka,data scientist   gopay,go jek,bengaluru  karnataka,we are looking for a data scientist to join our data science team at gopay   you will create models which help grow the customer base and transactions in gopay ,,/rc/clk?jk=acb4f7e54ebef90c&fccid=35c79097c1f63f3d&vjs=3,08-08-2022,
410, karnataka,data scientist,brillio,bengaluru  karnataka,experience using statistical computer languages python to manipulate data and draw insights from large data sets  experience with machine learning on cloud ,,/rc/clk?jk=966d93ced62b2333&fccid=a2520645450d003a&vjs=3,08-09-2022,
411, telangana,junior data scientist,soothsayer analytics,hyderabad  telangana,collaborate with other engineers  data scientists  and product business people  solve cutting edge  challenging problems working alongside a great team of world…,,/rc/clk?jk=e0c62ba9c5dc8d2e&fccid=7eea1f754f48fabf&vjs=3,08-12-2022,
412, karnataka,data analyst,kinara capital,bengaluru  karnataka,clean and prepare data for analysis  the core foundation we look for is an aptitude with mathematics  and a competent ability with data science languages and…,,/rc/clk?jk=3ec12b17ab2261d0&fccid=f88cfbb7c87d526d&vjs=3,08-12-2022,
413, haryana,data analyst   data scientist,procol tech,gurgaon  haryana,identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,,/rc/clk?jk=d7d26f70cffe0771&fccid=878b2621645c497d&vjs=3,08-10-2022,
414, karnataka,transformation lead  healthcare and data science,bosch group,bengaluru  karnataka,data science horizontal offers solutions and services to improve client businesses by deploying data science capabilities at scale ,,/rc/clk?jk=45b5b9bcf1eb8ca0&fccid=a2faf1301ac6ad4b&vjs=3,08-13-2022,
415, delhi,digitalbcg | gamma data scientist,boston consulting group,new delhi  delhi,are able to explain sophisticated data science concepts in an understandable manner  in this role  you’ll have the chance to roll up your sleeves and apply data…,,/rc/clk?jk=1d3dfdd97804b026&fccid=b95f9eb47968fa13&vjs=3,08-11-2022,
416, karnataka,data scientist   risk fraud l1,go jek,bengaluru  karnataka,collaborate with analysts  data scientists  product managers  validation teams across the risk org  this will entail identifying relevant data sources …,,/rc/clk?jk=67d05e37a95ebfe9&fccid=35c79097c1f63f3d&vjs=3,08-12-2022,
417, telangana,associate data scientist,s p global,hyderabad  telangana,to create data regression models  using predictive data modelling and analysing data mining algorithms to deliver insights and implement action oriented…,,/rc/clk?jk=941d2ac40a6249f2&fccid=b716e44d2c6283e7&vjs=3,08-12-2022,
418, karnataka,data science developer,abb,bengaluru  karnataka,you will be primarily responsible to support the sales assigned organization  division   market  and customers throughout the proposal process by preparing…,,/rc/clk?jk=4109a1200b7d5765&fccid=38b4474838e7b7a1&vjs=3,08-13-2022,
419, maharashtra,data scientist,futurism,pune  maharashtra,expert in python programming language  proficient in using business intelligence tools  e g  tableau  and data frameworks  e g  hadoop  ,,/rc/clk?jk=9761de8794c7284a&fccid=2dfd0c9aa351a953&vjs=3,08-09-2022,
420, karnataka,data science consultant,itc infotech india ltd,bengaluru  karnataka,3 to 7 years of experience associated with core data science model development  validation and monitoring of models and deploying models in production   very…,,/rc/clk?jk=a7a4dd45793252bd&fccid=47cca1a92b73a5b2&vjs=3,08-09-2022,
421, karnataka,vp   data scientist  ai ml lead ,jpmorgan chase bank  n a ,bengaluru  karnataka,analyze data  identify patterns  visualize outcome while working iteratively with business  collaborate with all of asset and wealth management lines of…,,/rc/clk?jk=52e3553382235256&fccid=aaf3b433897ea465&vjs=3,08-08-2022,
422, telangana,data scientist ml ops,gramener,hyderabad  telangana,turns reference implementations of ml models developed by data scientists into production ready software  works with data scientists and other ml engineers to…,,/rc/clk?jk=1e07e9b7bbcc4725&fccid=b2a8fbbe8042270a&vjs=3,08-10-2022,
423,remote in punjab,python developer data scientist ,icav tech,remote in punjab,key fundamentals in object iented design  data structures and systems  as a developer you will devote in all ongoing   upcoming projects   wk alongside other…,,/rc/clk?jk=e9d5961b949be485&fccid=a000d4e4766952a6&vjs=3,08-12-2022,
424, karnataka,senior data scientist,oracle,bengaluru  karnataka,the data science team at oracle analytics works on diverse data science ml problems on enterprise data such as invoice payment prediction  churn prediction …,,/rc/clk?jk=88d46c7de6eaf3d4&fccid=cd22d01053af7669&vjs=3,08-13-2022,
425, karnataka,senior data scientist,walmart global tech india,bengaluru  karnataka,direct the gathering of data  assessing data validity and synthesizing data into large analytics datasets to support project goals ,,/rc/clk?jk=21c33a801557f1c6&fccid=0d167dde0758739a&vjs=3,08-10-2022,
426, karnataka,ai ml engineer,siemens,bengaluru  karnataka,experience in etl with different data types  timeseries  images etc   and data sources  conduct exploratory analysis and ensure data adequacy ,,/rc/clk?jk=4bdf0edf422879fe&fccid=ea6bb53f0b18b8f2&vjs=3,08-10-2022,
427,remote in india,data scientist,tribolatech,remote in india,ability to apply the scientific method to create data experiments  train novel data models and deliver prescriptive and predictive data models ,,/rc/clk?jk=8babe08cb0941fb3&fccid=975f6b944a2d1638&vjs=3,08-10-2022,
428, karnataka,staff data scientist,walmart global tech india,bengaluru  karnataka,play a key role to solve complex problems  pivotal to walmart’s business and drive actionable insights from terabytes of data ,,/rc/clk?jk=91c81c5c1aaed399&fccid=0d167dde0758739a&vjs=3,08-10-2022,
429, maharashtra,data scientist,global industrial,mumbai  maharashtra,develop custom data models and algorithms to apply to data sets  assess the effectiveness and accuracy of new data sources and data gathering techniques ,,/rc/clk?jk=18d4d94982144c1b&fccid=12ceb7af3aadea5c&vjs=3,08-09-2022,
430, karnataka,intern  jr data scientist,corner tree consulting,bengaluru  karnataka,students pursuing phd  mtech me or btech be in cse or related specializations  practical exposure to kalman filters  bayesian methods  statistical signal…,,/rc/clk?jk=0ad7b95f48d2a513&fccid=d44ea6f899bd29b4&vjs=3,08-10-2022,
431, maharashtra,machine learning engineer,appzen,pune  maharashtra,communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions ,,/rc/clk?jk=6948a63f6799ab86&fccid=232d2677a5ec1087&vjs=3,08-11-2022,
432, karnataka,microsoft azure machine learning application developer,accenture,bengaluru  karnataka,technical experience : a  4 3 years of strong experience on microsoft azure  aspnet   mvc and general purpose programming languages such as c vbnet b  6 months…,,/rc/clk?jk=b05860ec152633db&fccid=a4e4e2eaf26690c9&vjs=3,08-12-2022,
433, tamil nadu,pms data scientist expert,philips,hybrid remote in chennai  tamil nadu,passion for empirical research and for answering hard questions with data  ability to manipulate and analyze complex  high volume  high dimensionality data from…,,/rc/clk?jk=606c85bad23d7967&fccid=e4af9ca5b6d3a604&vjs=3,08-12-2022,
434, karnataka,data scientist,terarecon  inc,bengaluru  karnataka,develop data collection protocol  annotation protocol  pre process data  train models  perform model optimization and work with ai core imaging platform…,,/rc/clk?jk=846f0470639daf36&fccid=a3a4e68b447ea169&vjs=3,08-12-2022,
435, delhi,data   analytics manager  geo analytics   gamma,boston consulting group,new delhi  delhi,we design algorithms and build complex models out of large amounts of data  demonstrated handling  processing  and deriving insights from remotely sensed data…,,/rc/clk?jk=07a8f2d82207160e&fccid=b95f9eb47968fa13&vjs=3,08-11-2022,
436, telangana,data scientist nlp,gramener,hyderabad  telangana,preparing data to train and test models  through a host of our product and service offerings we analyse and visualize large amounts of data ,,/rc/clk?jk=91ef6cb09a3e5bed&fccid=b2a8fbbe8042270a&vjs=3,08-10-2022,
437, karnataka,lead   responsible ai,nasscom,bengaluru  karnataka,strategy   build the foundation for an extensive rollout and adoption of responsible ai in india  define a roadmap for adoption of responsible ai by start ups …,,/rc/clk?jk=6a47da4e2ea54454&fccid=24ee567c58df5104&vjs=3,08-12-2022,
438, maharashtra,spec analytics analyst 2  tts,citi,pune  maharashtra,this will involve leveraging multiple analytical approaches  tools and techniques  working on multiple data sources  client profile   engagement data …,,/rc/clk?jk=912451ab24a504f6&fccid=5bcd1ef0a7f4fb99&vjs=3,08-13-2022,
439, karnataka,sr advanced data scientist,honeywell,bengaluru  karnataka,excellent in data analytics and data mining  5  years experience with real data  critical thinking: ability to track down complex data issues having business…,,/rc/clk?jk=1faceb4b26cfa2b0&fccid=50208b5bf45ee3b8&vjs=3,08-12-2022,
440, tamil nadu,digitalbcg| gamma senior data scientist,boston consulting group,chennai  tamil nadu,recent phd or master’s degree in computer science  applied mathematics  statistics  machine learning  or other data centric disciplines with 7  years of…,,/rc/clk?jk=72c943d100743044&fccid=b95f9eb47968fa13&vjs=3,08-11-2022,
441, telangana,nlp engineer,s p global,hyderabad  telangana,study and transform data science prototypes  understanding of nlp techniques for text representation  semantic extraction techniques  data structures and…,,/rc/clk?jk=9329c485c6aa8799&fccid=b716e44d2c6283e7&vjs=3,08-11-2022,
442, karnataka,principal data scientist,walmart global tech india,bengaluru  karnataka,direct the gathering of data  assessing data validity and synthesizing data into large analytics datasets to support project goals ,,/rc/clk?jk=e9b27d49ed5bc4c2&fccid=0d167dde0758739a&vjs=3,08-10-2022,
443, karnataka,advanced data scientist,honeywell,bengaluru  karnataka,experience in end to end development of computer vision based model development included devising data set strategy  selecting model architecture …,,/rc/clk?jk=75ed534b3d4e18ca&fccid=50208b5bf45ee3b8&vjs=3,08-10-2022,
444, karnataka,consultant  data scientist,grant thornton bharat,bengaluru  karnataka,should have comprehensive experience in data preparation techniques for both structured and unstructured data  hands on experience with chatbots ,,/rc/clk?jk=1a6658e64ffdc332&fccid=7ac82fceed64aa81&vjs=3,08-11-2022,
445, karnataka,quant analytics associate,jpmorgan chase bank  n a ,bengaluru  karnataka,experience with data automation or data wrangling etl tools such as alteryx  trifecta or equivalent  the team encompasses a variety of disciplines from data…,,/rc/clk?jk=2310cd649a763fc7&fccid=aaf3b433897ea465&vjs=3,08-13-2022,
446, karnataka,staff data engineer   flight data and analytics team,ge aviation,bengaluru  karnataka,ability to understand logical and physical data models  big data storage architecture  data modeling methodologies  exposure with big data   hadoop   hive ,,/rc/clk?jk=433dc1613e6286e1&fccid=aac6f2070b0f3775&vjs=3,08-10-2022,
447, maharashtra,data analytics manager,axis my india,mumbai  maharashtra,collaborate with internal stakeholders to manage data logistics  including data transfers  understanding data structures  business rules  business processes and…,,/rc/clk?jk=043439098e7462ce&fccid=f1d9bc3b339684dc&vjs=3,08-10-2022,
448, karnataka,sr mgr i   data analytics  mint ,walmart global tech india,bengaluru  karnataka,work with product  engineering  data science and business teams to drive complex data and trend analyses to root cause issues and propose ways to improve…,,/rc/clk?jk=6b79e6f7ff793da6&fccid=0d167dde0758739a&vjs=3,08-12-2022,
449, maharashtra,ccb risk   strategic analytics fraud   associate,jpmorgan chase bank  n a ,mumbai  maharashtra,think analytically with the ability to synthesize large sets of data into the key themes  4 7 years' experience in risk management  strategic analytics  or data…,,/rc/clk?jk=fba584f02da81f01&fccid=aaf3b433897ea465&vjs=3,08-11-2022,
451, maharashtra,data engineer   data science   analytics,transunion,pune  maharashtra,you’ll define and implement processes that enable and streamline the ongoing integration and consistency of new non traditional credit bureau  alternative  data…,,/rc/clk?jk=40b52e84803392ce&fccid=663ece44ae074b32&vjs=3,08-09-2022,
452, karnataka,analyst artificial intelligence innovation,accenture,bengaluru  karnataka,in this role  you will be working on the interdisciplinary field about scientific methods  processes and systems to extract knowledge or insights from data in…,,/rc/clk?jk=016114059a2bf12d&fccid=a4e4e2eaf26690c9&vjs=3,08-11-2022,
453, madhya pradesh,machine learning application lead,accenture,indore  madhya pradesh,technical experience : a drive the vision for modern data and analytics platform to deliver well architected  engineered data and analytics products b ensure…,,/rc/clk?jk=ea6f672207b94256&fccid=a4e4e2eaf26690c9&vjs=3,08-09-2022,
454, karnataka,data scientist   risk analytics,paypal,bengaluru  karnataka,the role requires an analytically driven senior data scientist who embodies paypal values and customer centric approach ,,/rc/clk?jk=c3e7e58065166f8e&fccid=978d9fd9799d55a8&vjs=3,08-10-2022,
455, karnataka,applied scientist  traffic quality   3ps,adci   karnataka,bengaluru  karnataka,an ideal candidate should have strong depth and breadth knowledge in machine learning  data mining and statistics  experience working on advertising solutions ,,/rc/clk?jk=0bb23fb6992fb189&fccid=fe2d21eef233e94a&vjs=3,08-11-2022,
456, karnataka,machine learning engineer,qcom,bengaluru  karnataka,engineering group  engineering group > machine learning engineering  understanding various frameworks and solutions to integrate qranium software stack within…,,/rc/clk?jk=5066f92640c9ff04&fccid=d40ebe11fc879426&vjs=3,08-10-2022,
457, maharashtra,sr  data scientist   advanced analytics,eaton,pune  maharashtra,strategizes new uses for data and its interaction with data design  conducts scalable data research  identifies opportunities to collect new data ,,/rc/clk?jk=e1b72f4ad9587308&fccid=87f38351bd29de24&vjs=3,08-12-2022,
458, maharashtra,senior analyst data science,accenture,mumbai  maharashtra,in the data science team  you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…,,/rc/clk?jk=01adc2210c6cfd04&fccid=a4e4e2eaf26690c9&vjs=3,08-09-2022,
459, karnataka,swqm data scientist,mercedes benz research and development india   ,bengaluru  karnataka,champion effective user interfaces for displaying and manipulating data analysis  provide big data  programming  and automotive field failure expertise ,,/rc/clk?jk=0c2dc8a42701a50a&fccid=b25343f021fb51d7&vjs=3,08-10-2022,
460, karnataka,market risk   java   big data   cloud,jpmorgan chase bank  n a ,bengaluru  karnataka,develop robust  performant software products in an agile environment  interfacing closely with the business  quantitative research analysts  and upstream as…,,/rc/clk?jk=9c9d83837b3a9751&fccid=aaf3b433897ea465&vjs=3,08-08-2022,
461, telangana,data scientist   smart mfg   ai,micron,hyderabad  telangana,ability to extract data from different databases via sql and other query languages and apply data cleansing  outlier identification  and missing data techniques…,,/rc/clk?jk=994404bcab3629f1&fccid=be240c643a8631c5&vjs=3,08-13-2022,
462, kerala,data scientist,calpine group,kochi  kerala,good knowledge in meteorological science good programming experience in fortran   python   bash experience in linux shell programming ,,/rc/clk?jk=df7f3821f989cb0e&fccid=b6c30111840620e9&vjs=3,08-11-2022,
463, maharashtra,data scientist,savic,mumbai  maharashtra,able to convey stories told by the data and presents them to other scientists  proven experience in translating business challenges into data pipelines   model…,,/rc/clk?jk=6eed4e1eedb7f43a&fccid=aabe32b1586459a5&vjs=3,08-13-2022,
464, maharashtra,data scientist   visualizer,axis my india,mumbai  maharashtra,should be adept at data understanding and analysis  you would drive data analytics from the customer viewpoint  employment type : full time  permanent ,,/rc/clk?jk=a68996b549a71ef6&fccid=f1d9bc3b339684dc&vjs=3,08-10-2022,
465, kerala,data scientist,nissan,thiruvananthapuram  kerala,experience in various statistical and machine learning models  data mining  unstructured data analytics in corporate or academic research environments ,,/rc/clk?jk=542b02256f444aba&fccid=154ba50a8fca4d5c&vjs=3,08-08-2022,
466, maharashtra,consultant specialist cto,hsbc,pune  maharashtra,acquire data from primary or secondary data sources and maintain databases data systems  responsible for the development and maintenance of data models …,,/rc/clk?jk=82cc1b45874bc456&fccid=04c9b139c84ea1b5&vjs=3,08-11-2022,
467, rajasthan,data scientist,advanced technology consulting service  atcs ,jaipur  rajasthan,working experience on unstructured data  handling of high volume data using python pyspark  understanding of data engineering concepts ,,/rc/clk?jk=49694671bf506dc4&fccid=56301517d698516a&vjs=3,08-09-2022,
468, karnataka,software developer machine learning,zeomega infotech,bengaluru  karnataka,able to validate various data ingestion and data processing mechanisms wrt ml models  experience in visualization of data  knowledge in us healthcare domain ,,/rc/clk?jk=e78ef71c55636088&fccid=163f50b24be4e6fc&vjs=3,08-13-2022,
469, karnataka,business intel engineer  in fc analytics,asspl   karnataka,bengaluru  karnataka,knowledge of data management fundamentals and data storage principles  experience building data products incrementally  integrating and managing large data sets…,,/rc/clk?jk=8bc4a122f01fc877&fccid=fe2d21eef233e94a&vjs=3,08-11-2022,
470, karnataka,sr  applied scientist  trans ai,adci   blr 14 sez,bengaluru  karnataka,strong communication and data presentation skills  you will analyze and model terabytes of data to solve real world problems ,,/rc/clk?jk=3498378f5a8abb01&fccid=fe2d21eef233e94a&vjs=3,08-12-2022,
472, karnataka,sr  analyst manufacturing data analytics india,kennametal  inc ,bengaluru  karnataka,provide feedback to existing data collection database management procedures to improve data quality  experience working with high frequency and large volume of…,,/rc/clk?jk=bf059e745097aa3e&fccid=6e3ab497868f8cc6&vjs=3,08-08-2022,
473, maharashtra,pre sales solutions architect  big data ,databricks,mumbai  maharashtra,understanding of customer facing pre sales or consulting role with a core strength in either data engineering or data science advantageous ,,/rc/clk?jk=8fefe8a572893410&fccid=3d0f7ba22a49432f&vjs=3,08-09-2022,
474, karnataka,data scientist iii,sixt india,bengaluru  karnataka,you will assist other engineers in designing the right data models  you have experience working with large amounts of real data with sql or nosql ,,/rc/clk?jk=f8f93b34dfea968f&fccid=02d9f415fafcdcf3&vjs=3,08-13-2022,
476, karnataka,senior data scientist,hudson's bay company,bengaluru  karnataka,4  years of relevant data science experience  ability to handle large sets and interpret data  applies scripting programming skills to assemble various types of…,,/rc/clk?jk=0ca9f86050b6595f&fccid=fe5fae2f1befbc52&vjs=3,08-13-2022,
477, tamil nadu,visualization expert,ford global business services,chennai  tamil nadu,exposure to bigdata based analytical solutions and hands on experience with data lakes   experience with sql and data warehousing  e g   teradata oracle db2  ,,/rc/clk?jk=daf1d29c344f9568&fccid=35c29eb190cc370d&vjs=3,08-13-2022,
478, punjab,machine learning   python developer  3 6 years ,harmony data integration technologies,remote in mohali  punjab,capability of integrating data from numerous sources into a single system  machine learning   python developer  3 6 years  ,,/rc/clk?jk=fcdf70d807776ab9&fccid=0e967721b35b5f0b&vjs=3,08-10-2022,
479, telangana,manager data science,providence global center,hyderabad  telangana,enable data scientists to create forecasting and machine learning models by working along with business analyst  product managers and data analytics engineers…,,/rc/clk?jk=ac7e0b9c564a5705&fccid=ed2628577ca2cad6&vjs=3,08-11-2022,
480, karnataka,staff engineer   machine learning   customer engineering,52 qualcomm india private limited,bengaluru  karnataka,live and breathe quality software development with excellent analytical and debugging skills  strong understanding of deep learning fundamentals ,,/rc/clk?jk=f3fa75c3b44b9806&fccid=dd616958bd9ddc12&vjs=3,08-10-2022,
